SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,TenureMonths,MonthlyCharges,ChurnLabel
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,540.05,29,20.0,No
No,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,6310.9,71,90.1,No
No,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic), ,0,52.55,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),356.15,20,19.6,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,1,19.6,Yes
No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),401.5,8,56.3,No
No,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,539.85,9,58.5,Yes
No,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,385.9,4,101.15,Yes
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,417.5,20,20.65,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,669.45,33,20.05,No
Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7447.7,72,104.1,No
No,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),5798.3,67,88.4,No
Yes,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),4903.15,59,82.95,No
No,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5440.9,54,100.1,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),493.95,26,20.25,No
No,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,2249.95,21,106.1,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),267,12,20.05,No
No,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,5229.45,67,75.5,No
No,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,2169.4,43,50.2,No
Yes,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),6435.25,71,89.45,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,755.6,31,25.75,No
No,Yes,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,565.75,21,26.05,No
No,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5965.95,66,90.05,No
No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),382.8,17,25.1,No
No,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1130,15,83.2,No
No,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,136.05,2,74.9,No
No,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),5586.45,62,90.7,No
No,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4134.85,39,104.7,Yes
No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,1,24.9,No
Yes,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,7299.65,68,105.3,Yes
No,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),503.25,10,56.75,No
No,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,1,50.45,Yes
No,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,340.85,4,81.0,Yes
Yes,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,672.7,14,46.35,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check, ,0,19.7,No
No,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,1,44.7,Yes
No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),2006.95,70,26.0,No
No,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,1,70.6,No
No,Yes,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),4888.2,72,68.75,No
No,Yes,No,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3187.65,41,74.7,No
Yes,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,502.6,5,89.8,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,1,19.65,Yes
No,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,6993.65,61,115.1,No
No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,107.25,3,41.35,No
No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,106.2,2,51.55,No
Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2106.05,49,43.8,No
No,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,5969.85,57,107.95,No
No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),3119.9,55,55.25,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,187.35,10,20.55,No
No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1121.05,45,25.5,No
No,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,2440.25,44,54.0,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,357,18,20.45,No
No,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1233.25,24,49.3,No
No,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,6713.2,63,105.4,No
No,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7616,71,108.55,No
No,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,1,69.65,Yes
Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3645.6,43,84.85,No
No,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,6823.4,64,105.25,No
No,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,989.45,13,75.3,Yes
No,No,No,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),4224.7,60,70.15,No
No,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),3213.75,39,81.4,No
Yes,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3734.25,38,99.55,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,279.3,13,19.3,No
No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,4891.5,70,66.0,No
No,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1334.45,13,97.0,No
No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),235.2,5,48.65,No
Yes,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2326.05,23,95.1,No
No,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4264,72,60.0,No
No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1083.7,16,69.1,No
No,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,3349.1,45,73.55,No
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,927.15,20,44.35,No
No,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,1,55.55,No
No,No,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1380.4,18,75.4,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1,20.4,No
No,Yes,No,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),2215.45,35,62.15,No
Yes,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,1,95.1,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,157.65,9,19.05,No
No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,3509.4,57,59.6,No
No,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1515.1,17,92.55,Yes
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1764.75,70,24.05,No
No,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),6962.85,71,98.65,No
No,No,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,2078.95,27,78.2,No
No,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),5083.55,48,105.1,No
No,Yes,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),516.15,7,69.7,No
No,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,784.45,9,81.15,No
No,No,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2404.15,31,79.85,Yes
No,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),6398.05,69,93.3,No
No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,5980.75,64,92.85,No
Yes,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7746.7,72,110.1,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4107.3,43,94.1,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),923.1,49,20.05,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1209.25,63,20.0,No
No,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,5436.45,71,76.05,No
Yes,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2030.3,21,96.8,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),601.55,32,19.9,No
No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3379.25,36,92.9,No
No,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),185.55,2,89.55,Yes
No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4657.95,55,85.1,No
No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),4261.2,56,75.85,No
No,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2265.25,29,80.15,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,1,20.65,No
No,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1873.7,22,85.1,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),180.7,9,19.7,No
No,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,143.65,2,79.0,Yes
No,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),5703,61,94.35,No
No,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,220.1,3,69.65,Yes
No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),7966.9,72,110.3,No
No,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,1,83.4,No
Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),2298.9,63,36.1,No
No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3915.4,40,96.35,No
No,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3334.9,32,101.35,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),809.25,35,25.45,No
No,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4504.9,70,64.55,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),146.3,6,19.5,Yes
No,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2404.85,24,99.65,No
No,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,313.6,3,107.95,No
No,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),5432.2,56,96.95,No
No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),7074.4,68,103.25,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,1,19.45,Yes
No,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6404,71,90.55,No
No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,1,59.55,No
No,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6254.45,72,89.05,No
No,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,1,55.4,Yes
No,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,1,89.55,Yes
Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),5265.5,50,101.9,No
No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.8,2,51.4,No
No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,1875.25,47,41.9,No
No,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3090.05,57,53.35,No
Yes,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,5206.55,53,96.75,No
No,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),914,14,71.0,Yes
No,No,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,402.6,11,36.05,No
No,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),235.65,4,50.55,No
Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4819.75,62,79.95,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,178.8,9,19.85,No
No,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),4265,72,59.75,No
No,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,889.9,9,94.75,Yes
No,No,No,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,2209.15,39,59.3,No
Yes,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,574.35,7,89.15,No
No,No,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),566.1,19,25.35,No
No,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,6083.1,72,85.25,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,789.55,30,25.1,No
No,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,139.4,2,74.4,Yes
No,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),463.05,6,80.5,Yes
No,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,208.45,4,49.25,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),697.65,37,20.35,No
No,Yes,No,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),2296.25,45,53.3,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1305.95,61,20.55,No
No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),897.75,9,102.6,No
No,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1424.5,19,73.85,Yes
No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),6373.1,67,89.55,No
No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),1216.6,45,25.9,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),865,41,20.25,No
No,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1340.1,16,86.25,No
No,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,174.45,2,79.95,No
No,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,1,69.55,Yes
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,253.9,10,24.4,No
No,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,7040.85,67,104.1,Yes
Yes,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,4374.55,60,71.75,No
No,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,1,80.55,Yes
Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,1951,20,90.8,Yes
No,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,1215.6,13,94.1,Yes
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8310.55,71,116.1,No
No,No,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1992.95,25,76.15,No
No,Yes,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,404.2,5,83.6,Yes
Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2633.4,31,84.85,No
No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),2588.95,63,40.6,No
No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.85,2,19.6,Yes
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,690.25,33,20.6,No
No,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5662.25,71,80.45,No
No,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,259.4,5,55.7,No
No,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5760.65,54,108.0,No
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44,1,44.0,No
